m	trial	K_relative_error	S_relative_error
1000	3	0.018545180315292731	0.014882411393866368
1000	4	0.071827500546046696	0.064506692002913146
1000	5	-0.0028056004100694976	-0.029911187031998909
1000	6	-0.016425551761654611	0.012210897762258366
1000	7	0.033190379300271244	-0.00056113316145656178
1000	8	-0.033079514750568695	-0.04648920997882644
1000	9	-0.046522889486232732	-0.039279782781199479
1000	10	0.039626692774909378	0.030142975563462571
1000	11	0.028145835364592253	0.030435744180625113
1000	12	-0.048861032107888946	-0.066470668100168218
1000	13	-0.012006068657843705	-0.038364880852566507
1000	14	-0.021260104980848182	-0.028776708640493975
1000	15	-0.0101350825822627	-0.021054936362832732
1000	16	0.0076995837317923588	0.010198113519265917
1000	17	-0.04809049951884059	-0.061347217299824064
1000	18	-0.025654620537672423	-0.010295689682110143
1000	19	0.0050765340858476282	0.0094295958992143269
1000	20	0.047244389860582103	0.035156638132370688
1000	21	-0.031986466335949926	-0.045793884513065319
1000	22	-0.011365214081375252	0.017956481874072727
1000	23	-0.019118602364471049	-0.023250700991551465
1000	24	0.014331909068018289	0.014662834930994295
1000	25	0.045419895289960488	0.028496152091923355
1000	26	-0.0086665409489261602	-0.01369912485662439
1000	27	0.018526996750145575	0.028093595243324998
1000	28	0.0063089134585834206	-0.0029764742530472565
1000	29	0.012943208090364866	0.0077461763505299874
1000	30	0.040730226973047623	0.045476731887349464
1000	31	0.031675056429043114	-0.024165602920184437
1000	32	0.0051544991997163336	0.017334348562602298
1000	33	-0.023044168348939964	-0.025483061697415654
1000	34	-0.0079289710623823284	-0.011137399456452424
1000	35	-0.012780396081827239	-0.031704394812119285
1000	36	0.048952954621029221	0.091587789090445737
1000	37	0.007721198232915949	-0.012381666079393172
1000	38	-0.0014317596544085598	-0.027166481246100327
1000	39	-0.0017588727573079055	0.02553186984315281
1000	40	-0.022404618865187631	0.0018176118529888985
1000	41	-0.014062915834139988	-0.011247187687888349
1000	42	0.0076258218688729507	0.032997469580797079
1000	43	0.026212853311161632	0.011881533067950478
1000	44	-0.015173679234223192	-0.0099663249878023663
1000	45	-0.0037990349387165834	0.00050015307575757006
1000	46	0.00025307825939235862	0.00097590207864683975
1000	47	0.031442392008958597	0.064177327308605259
1000	48	-0.051831539586712605	-0.068117491571707434
1000	49	0.032215608219163805	0.023592277754451052
1000	50	0.045236478021211335	0.0014516510815356654
1000	51	-0.073592222503155669	-0.06467746032004773
1000	52	0.01070115703510166	0.03636430867816598
1000	53	-0.0082497815582603939	-0.0063067172732709231
1000	54	0.04265045158666747	0.029996591254881189
1000	55	0.0020601901363150876	-0.0021347644787050868
1000	56	0.0074082088035352101	-0.021603877520012471
1000	57	-0.026629840046527686	-0.00089049785576433838
1000	58	-0.064327971719683963	-0.057138668428112993
1000	59	-0.022361027633981623	-0.039938512169815032
1000	60	0.010965944083080714	0.0031716667073655724
1000	61	-0.0011622824700487921	-0.024165602920184437
1000	62	0.013966194792010223	-0.020396206974216957
1000	63	-0.02109353020632565	-0.0061237368875443066
1000	64	-0.015052638589492795	-0.020176630511345106
1000	65	0.026404347850497611	0.019017768111286859
1000	66	0.02995028792301313	0.061139852905544023
1000	67	0.034886983556476237	0.033985563663720519
1000	68	0.033197962578701112	0.014553046699558481
1000	69	0.014171826854525005	-0.0081365211305365337
1000	70	-0.046178932002141071	-0.017285540416865253
1000	71	-0.00074726003709124633	0.010015133133539411
1000	72	0.062938412356378759	0.071020793734778875
1000	73	-0.023783371199047498	-0.024824332308800212
1000	74	0.011603768872533005	0.0057333921075375383
1000	75	-0.0076929775751598539	0.022713971902963648
1000	76	0.0026741032015338284	0.019054364188432205
1000	77	-0.0013186107881939524	-0.028264363560459693
1000	78	0.0217085252459992	0.0033180510159469545
1000	79	-0.044836943776585092	-0.044549617890124682
1000	80	0.015267750330439256	0.001781015775843553
1000	81	-0.019362536034762567	-0.018968959965549814
1000	82	0.0036153208028124606	-0.013991893473786932
1000	83	-0.0051656562175753651	-0.019774073662746638
1000	84	-0.048524861955644094	-0.06852004842030579
1000	85	0.050205354554569981	0.051222315999163825
1000	86	0.019269752273584961	0.008148733199128344
1000	87	-0.0061804272604524257	-0.0010368821643454984
1000	88	-0.0082791982992426183	0.043171179027194473
1000	89	0.026740475789583718	0.051515084616326368
1000	90	-0.0019630717366775352	-0.018676191348387161
1000	91	-0.0040564685308491777	-0.0057211800389458389
1000	92	0.04428995728065388	0.019310536728449401
1000	93	-0.017388554609742535	-0.0024641291730128634
1000	94	0.0083645084784293999	0.0027691098587672158
1000	95	0.0030791549169231214	0.045842692658802475
1000	96	-0.001826238215167586	-0.023506873531568773
1000	97	-0.024393270520507992	-0.00078070962432841284
1000	98	-0.042398464345018927	-0.051063719621990744
1000	99	-0.023679600387026434	-0.033826967286547549
