k	trial	retained_edges	sampled_cost	estimate_S	relative_error
50000	91	24866	671365	861880350.67749596	0.10625888437812803
50000	92	20751	558528	717023241.46060705	-0.079671174139332446
50000	93	22931	637336	818194834.67173982	0.050186727538698905
50000	94	22009	610968	784344304.65205729	0.0067381797840759816
50000	95	24138	656465	842752130.96825492	0.081707027523460152
50000	96	24231	641509	823552019.96346223	0.057062895233633837
50000	97	20097	562146	721667932.66248858	-0.073709521917843301
50000	98	22724	628729	807145399.30009961	0.036004322709965564
50000	99	22851	650032	834493618.39177513	0.071106886909629408
50000	100	20540	550876	707199809.43274713	-0.092279953243488033
50000	101	21200	579742	744257204.74328113	-0.044715261970545428
50000	102	21889	567910	729067601.01175487	-0.064211743199030669
50000	103	23017	640298	821997370.69716084	0.05506743894833166
50000	104	22189	620406	796460555.49875641	0.022289886159535977
50000	105	25540	714905	917775832.96879542	0.17800303521384886
50000	106	21889	589013	756159065.47646058	-0.02943873412493303
50000	107	23803	625031	802398006.24743032	0.029910848438250204
50000	108	22134	609493	782450739.2781558	0.004307710733026493
50000	109	22733	678749	871359731.5052166	0.11842605961402519
50000	110	21363	582879	748284401.06730056	-0.039546189826042522
50000	111	22477	599922	770163746.60452187	-0.011463149800934769
50000	112	21698	593673	762141448.28485417	-0.021760099699244861
50000	113	21459	559078	717729316.6847738	-0.078764897544025825
50000	114	22253	586216	752568352.01828957	-0.034047562555973743
50000	115	20823	588591	755617313.2135545	-0.03013409543987744
50000	116	24018	655828	841934367.48135638	0.08065739444853226
50000	117	21854	586649	753124225.7856791	-0.033334075709123168
50000	118	19817	546592	701700125.3230567	-0.0993390240331119
50000	119	21421	620741	796890619.49893057	0.022841890994859115
50000	120	21448	594209	762829550.68513286	-0.020876891962728017
50000	121	20787	579597	744071057.63872802	-0.044954189436580916
50000	122	22577	604106	775535053.40072751	-0.0045688565740938936
50000	123	24112	667422	856818433.20678878	0.099761705077594076
50000	124	24136	641814	823943570.76959097	0.057565466800121978
50000	125	21442	588429	755409341.96570909	-0.030401035091585871
50000	126	22065	578344	742462489.90076303	-0.047018852298251868
50000	127	24729	698237	896377902.35714233	0.15053791104917758
50000	128	20830	555159	712698209.76930285	-0.085222530229491888
50000	129	22766	608168	780749739.8744818	0.0021244080261519915
50000	130	21608	598097	767820860.63342345	-0.014470340321724784
50000	131	20200	543488	697715293.51248717	-0.10445371958189653
50000	132	22617	623976	801043625.59016526	0.028172445150889347
50000	133	20633	568854	730279482.85105181	-0.06265624300635908
50000	134	23244	615662	790370335.74703562	0.014472838581110148
50000	135	20924	567333	728326863.9129473	-0.065162509736288676
50000	136	22714	584271	750071413.27100945	-0.037252486152103192
50000	137	21707	586213	752564500.69888508	-0.034052505882857242
50000	138	20905	542350	696254359.68502963	-0.10632888824636721
50000	139	20433	553162	710134514.81901062	-0.088513138158268445
50000	140	23136	613325	787370157.93089497	0.010621986938871508
50000	141	20693	564844	725131552.58030963	-0.069263823273957748
50000	142	22819	616742	791756810.73267186	0.016252436259166725
50000	143	22738	640662	822464664.1182456	0.055667229276861629
50000	144	21637	575003	738173403.85723448	-0.052524070670832201
50000	145	22403	613136	787127524.8084085	0.010310557345211357
50000	146	20307	550876	707199809.43274713	-0.092279953243488033
50000	147	23322	652242	837330757.01979017	0.074748471047134002
50000	148	23590	630627	809582000.71004188	0.039131800851587073
50000	149	25327	662528	850535647.48484075	0.091697491154993926
50000	150	24544	665710	854620613.59992838	0.096940713202749107
50000	151	21465	602288	773201153.84157312	-0.0075645126654889649
50000	152	22894	619251	794977797.52800643	0.020386705309392239
50000	153	23244	619489	795283335.53410041	0.020778875908815886
50000	154	20447	547498	702863223.78322923	-0.097846139314297975
50000	155	22598	619694	795546509.02674448	0.021116669912521147
50000	156	23071	652367	837491228.66164613	0.074954443000612603
50000	157	23844	666857	856093101.38559937	0.098830711847869956
50000	158	23312	671986	862677573.7942369	0.10728215304301059
50000	159	22163	611162	784593356.6402179	0.0070578482558751876
50000	160	21212	590520	758093711.59067726	-0.026955536253792989
50000	161	21456	601512	772204945.8889308	-0.0088431865526850117
50000	162	24447	619177	794882798.31602776	0.020264769912933023
50000	163	22426	642454	824765185.575894	0.058620043201933258
50000	164	23933	677674	869979675.3852545	0.11665470081410789
50000	165	21330	591152	758905056.21190131	-0.025914142057004597
50000	166	21245	589381	756631493.99008477	-0.028832352693891616
50000	167	20629	576158	739656161.82798445	-0.050620889820688353
50000	168	20223	553314	710329648.33550751	-0.088262676262838458
50000	169	24672	655025	840903497.65407312	0.079334230619384716
50000	170	22143	619087	794767258.73389137	0.020116470106428253
50000	171	20771	568424	729727460.40306687	-0.063364786526326156
50000	172	20582	572605	735094915.87986803	-0.056475436626368669
50000	173	29414	807796	1037026803.2379981	0.33106656105861099
50000	174	19516	529822	680171249.85164893	-0.12697222131182218
50000	175	20238	564267	724390815.48150206	-0.070214589811215755
50000	176	22168	564683	724924865.10559905	-0.069529115150038345
50000	177	21876	563062	722843868.85400975	-0.072200159442750933
50000	178	22631	609698	782713912.77079976	0.0046455047367317537
50000	179	20022	550416	706609273.79071701	-0.093037930032289662
50000	180	19324	546386	701435668.05727792	-0.099678465812444883
50000	181	22378	645935	829233999.85830128	0.064355950162409803
50000	182	19156	520051	667627502.55104518	-0.14307263697134964
50000	183	20993	580606	745366384.73179007	-0.043291583828100388
50000	184	27431	750572	963564169.36943328	0.23677424853166373
50000	185	24759	695525	892896309.61543334	0.14606914354650224
50000	186	22446	652903	838179331.06192493	0.075837650737129669
50000	187	24249	674784	866269571.02554274	0.11189262924967913
50000	188	22926	647846	831687290.31899655	0.067504849387192811
50000	189	21871	601967	772789062.66528678	-0.0080934486420224383
50000	190	19507	532812	684009731.52484572	-0.1220453721846102
50000	191	21272	599931	770175300.56273544	-0.011448319820284381
50000	192	21389	560333	719340451.96900845	-0.076696939131099207
50000	193	20257	563615	723553795.39758098	-0.071288939520560812
50000	194	22430	609775	782812763.30218315	0.0047723834600748027
50000	195	24027	661155	848773026.97069395	0.089435095217983207
50000	196	20914	552544	709341143.02167428	-0.089531463496267505
50000	197	23515	604999	776681462.81014717	-0.0030973929384416898
50000	198	20463	586503	752936794.90799105	-0.0335746509507866
50000	199	20788	522759	671103960.20021474	-0.13861046057118576
